random=RANDOM;all=1;keep_all=1;depth=1;url=https://events.ccc.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://reichsgesetzblatt.justitia-deutschland.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://radio.indymedia.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://allatra.tv/new
random=RANDOM;all=1;keep_all=1;depth=1;url=https://autonome-antifa.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.reichsamt.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://aktion-widerstand.de/meldungen/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://allatra.tv/en/new
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://freie-sachsen.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.volks-buero.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.nius.de/all-news
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.eurozine.com/essays/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.german-foreign-policy.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://aspeninstitutekyiv.org/en/news/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.bundesrath.de/blog/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://aspeninstitutekyiv.org/news/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://alabuga.ru/news/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://peter-nowak-journalist.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.reichsamt-des-innern.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.patriotpetition.org/petitionen/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://martinsellner.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://nantes.indymedia.org/zines/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.volks-reichstag.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.oldenburg-tourismus.de/veranstaltungen/kalender
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.tillynorwood.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://daily.bandcamp.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://termine.kdo.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://blog.deutsches-museum.de/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.eporner.com/blog/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://ainowinstitute.org/feed
random=RANDOM;all=1;keep_all=1;depth=1;url=https://repair.eu/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.veteranendag.nl/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://europeanwesternbalkans.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://balkaninsight.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://portoonossomovimento.pt/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://eurocities.eu/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.nationalchickencouncil.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://foldout.eu/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://decodit-project.eu/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://renate-europe.net/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://wichitajournalism.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://orthodoxie.com/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.onenet-project.eu/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://danube-region.eu/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://knews.ge/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://minds.by/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.hagalil.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://irodalmiszemle.sk/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://savelife.in.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://tkp.at/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://islamische-zeitung.de/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://egyptindependent.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.arabnews.com/rss.xmln
random=RANDOM;all=1;keep_all=1;depth=1;url=https://viewpointnigeria.org/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://betheluniversity.edu/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://cjgiurgiu.ro/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.tanea.gr/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.tovima.gr/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://ina.iq/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.iraqicivilsociety.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://ibcjordan.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://ciw-online.org/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://matrix.org/atom.xml
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://tmcf.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://neural.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://caribischnetwerk.ntr.nl/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://uptf.vc/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://chytomo.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://chytomo.com/en/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://techukraine.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.bitsoffreedom.nl/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://edri.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://uzbekistan.org/?feed=rss2
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.spaghettimonster.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.moldova.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.seebruecke-frankfurt.de/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://makerojavagreenagain.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://rojavainformationcenter.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://csd-berlin.de/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://umbruch-bildarchiv.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://uebermedien.de/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://sea-eye.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://flot2017.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.megynkelly.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.nasiriaelc.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://makeyev.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.budapesttimes.hu/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://fakirpresse.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.redsemlac-cuba.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://lacostillarota.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://etsc.eu/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://globaltaiwan.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://restofworld.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.quilter.ai/blog
random=RANDOM;all=1;keep_all=1;depth=1;url=https://openai.com/news/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.wheresyoured.at/rss/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://nus.org.ua/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.armbian.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://blog.armbian.com/rss/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.nationalgroundgame.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.unfuckamericatour.com/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.ilga-europe.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://ozma-yeudit.co.il/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://blog.archive.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.haifa.ac.il/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://naabpp.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://stanforddaily.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.epochtimes.de/api/rss/etdrss2
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://feed.epochtimes.com/b5/nimpart.htm/feed
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://owncloud.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://publish.barrikade.info/spip.php?page=backend
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://kurmanci.anf-news.com/feed.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://anf-news.com/feed.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://english.anf-news.com/feed.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://sorani.anf-news.com/feed.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://kirmancki.anf-news.com/feed.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://arabic.anf-news.com/feed.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://farsi.anf-news.com/feed.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://espanol.anf-news.com/feed.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://deutsch.anf-news.com/feed.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://russian.anf-news.com/feed.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://odprtaznanost.si/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.jsi.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://epde.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://learn.adafruit.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://makezine.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.marineinsight.com/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://neural.it/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://neural.it/it/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.morgenpost.de/rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.justpeaceadvocates.ca/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://breakingdefense.com/full-rss-feed/?v=2
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://itarena.ua/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://antipub.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.berlinstory-news.de/thema/news/bsn/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://futurezone.at/xml/rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.ipg-journal.de/articles.rss
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://worldcurling.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://reitschuster.de/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://konzervativizmus.sk/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://antifa-basisgruppe.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.antifa-frankfurt.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://exif-recherche.org/?feed=rss2
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://christlichesforum.info/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://irannewsdaily.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://blog.google/rss/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://nashigroshi.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.heise.de/rss/heise-atom.xml
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://rss.golem.de/rss.php?feed=ATOM1.0
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://augengeradeaus.net/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://news.harvard.edu/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://t3n.de/rss.xml
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://rarediseases.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://locusmag.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://orthodoxalbania.org/2020/en/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.pakistanchristianpost.com/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://blogs.windows.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://unlocked.microsoft.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.az-muelheim.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://fda-ifa.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.akdb.de/newsroom/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://annas-archive.li/blog/rss.xml
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.oldenburg.de/pressemitteilungen.html
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.deutschebahn.com/de/presse
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://xrebellion.at/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://cyberbullying.org/feed
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://eulemagazin.de/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://7amleh.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.produktrueckrufe.de/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://namibiadailynews.info/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://zaina-erhaim.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://iranjournal.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.army-technology.com/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://fatima.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://warroom.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.levernews.com/rss/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://protectdemocracy.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://guyanachronicle.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.realclearpolicy.com/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.shora-gc.ir/fa/rss/allnews
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.shia-news.com/fa/rss/allnews
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://nonprofitquarterly.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.zdg.md/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://feldzug.net/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://calendify.com/now
random=RANDOM;all=1;keep_all=1;depth=1;url=https://serbiantimes.info/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.doorbraak.eu/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://catholicweekly.com.au/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://blog.character.ai/rss/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://diss-duisburg.de/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://cnsmaryland.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.krisis.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://nowlebanon.com/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.edupedu.ro/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://afd-verbot.jetzt/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://eurostack.eu/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.bundjugend.de/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.cadus.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.informationsfreiheit.at/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://rote-hilfe.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.stopptdierechten.at/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://filter.watch/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://filter.watch/english/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://igfem.at/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://disq.de/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://miaan.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.accessnow.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.belltower.news/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://daslamm.ch/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://nationalgeographic.de/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.datenschutzverein.de/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.katholisches-datenschutzzentrum.de/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://slavonic.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.nds-fluerat.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://whistlebloweraid.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://hivos.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.deutschlandfunk.de/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.mbr-berlin.de/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://www.mbr-berlin.de/en/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://80000hours.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://jobs.80000hours.org/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://proveg.org/feed/
random=RANDOM;all=1;keep_all=1;depth=1;deep_extract=1;url=https://gfi.org/feed/
