#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.bhaskar.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://francais.rt.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.tiftongazette.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.gd.se/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kop-of-munt.nl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://southbendtribune.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.dailyamericannews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.topsailvoice.com/topsail_voice/front/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.elidealgallego.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thesun.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://quotidiani.gelocal.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.jornalet.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.eldiariodeguayana.com.ve/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lakbima.lk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ukrdolya.com.ua/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kleinezeitung.at/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.calgaryherald.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.startlandnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.la-thierache.fr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thenewsjournal.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mexiadailynews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.myvillager.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.blounttoday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.chanverrie.fr/mairie/bulletins-municipaux/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.examiner.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://diariodecaracas.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.integrimi.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://jewishnews.timesofisrael.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.taraf.com.tr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.themoscowtimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nbn-resolving.de/urn:nbn:de:hbz:5:1-75572
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.yamagata-np.jp/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.NBCNews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hln.be/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thehindubusinessline.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://asia.nikkei.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mexicoledger.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bostonherald.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.beritaharian.sg/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tertangala.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://vcstar.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.paloaltoonline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.albaceteabierto.es/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://24hrs.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://rapport.co.za/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.tv2east.dk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.redpepper.co.ug/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kyronmaa-lehti.fi/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.republikein.com.na/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.republika.rs/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.con-telegraph.ie/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://anfkurdi.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.heroldodeesperanto.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://dasgesichtebelu.wordpress.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://golfegroupe.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.news-bulletin.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.bharian.com.my/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.revistas.usp.br/ars/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.infolibre.es/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.catorze.cat/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://sdp.or.jp/category/sdp-paper/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hemeltoday.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.themedium.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.tododisca.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.catholictranscript.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.tiedonantaja.fi/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.meathecho.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://zhn.com.mx/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.525.az/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nordbayern.de/region/wei%C3%9Fenburg
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://latgaleslaiks.lv/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.scroll.in/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bangla.daily-sun.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.insidebiz.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.landeszeitung.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://dailyjournalonline.com/community/farmington-press/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.earlham.edu/%7Epeters/fos/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tribune.com.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.alanwar.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://wickedlocal.com/gloucester
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.bopa.ad/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.tidewaternews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.philanthropy.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://theeagle.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://portlandtribune.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://onlinevologda.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gallicaintramuros.bnf.fr/ark:/12148/cb32786492j/date
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.beijingreview.com.cn/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.fyens.dk/svendborg
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ville-larochelle.fr/lamairie/publications/journal-municipal.html
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hetivalasz.hu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sctonline.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://gallica.bnf.fr/ark:/12148/cb345202222/date
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.op-online.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://varennes-sur-seine.fr/services-municipaux/vie-municipale/telecharger-varennes-info.html
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.gazetakrakowska.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.baycitytribune.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.wormser-zeitung.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.theromanforum.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bullandbearmcgill.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://tomdispatch.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://dds.crl.edu/crldelivery/19612
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thetablet.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.stltoday.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ubyssey.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://anchorweb.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.info.uz.ua/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.linnaleht.ee/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://libre.inquirer.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://ajel.sa/english
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.daily.co.jp/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thechronicleherald.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nieuwsblad.be/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.standardmedia.co.ke/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.africaintelligence.fr/LC-/default.asp
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://diario.mx/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.ftm.nl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.goosch.lu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.ajc.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.thejournal-news.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.defimedia.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mercercluster.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.tumentoday.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.keralakaumudi.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kentonline.co.uk/kentish_gazette/news.aspx
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thestatesmanonline.com/index.php
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.paulinus.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.agderposten.no/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.weeklyregistercall.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.vsd.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wwwnc.cdc.gov/eid/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.africaintelligence.fr/MC-/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ait-online.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.tamilmurasu.com.sg/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://reliefweb.int/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cumhuriyet.com/
#REASON=WAYBACK#random=RANDOM;all=1;keep_all=1;depth=1;url=https://web.archive.org/web/*/http://www.lecourrierdeleure.fr/journal-numerique
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.freewoodpost.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.iraqinews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.sunstar.com.ph/MANILA
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.tst.smi21.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.moroccomirror.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.gov.cn/gongbao/currentissue.htm
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jerseyeveningpost.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.tabascohoy.com.mx/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://gallica.bnf.fr/ark:/12148/cb328705910/date
random=RANDOM;all=1;keep_all=1;depth=1;url=http://uyguravazi.kazgazeta.kz/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bworldonline.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.wort.lu/pt
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://arendalstidende.no/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.elsalvador.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.revistas.usp.br/revistalaika/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.newizv.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.donegalonsunday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://archive.org/details/bulletinofdetr00detr1904
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.4bcaonline.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://wickedlocal.com/newton
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hildesheimer-allgemeine.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.dbsv.org/tagesnachrichten-fuer-taubblinde-mensachen.html
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.braunschweiger-zeitung.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nn.by/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sordionline.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://navabharat.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kannapoliscitizen.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.umi.com/proquest
random=RANDOM;all=1;keep_all=1;depth=1;url=https://viborg-folkeblad.dk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.respublika-news.az/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.saint-dizier.fr/actualites-agenda/publications/saint-dizier-der-blaise-mag.html
random=RANDOM;all=1;keep_all=1;depth=1;url=https://aftabnews.ir/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.latribune-online.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://centrevr.com.ua/uk/news/list/4
random=RANDOM;all=1;keep_all=1;depth=1;url=http://la-vie-nouvelle.fr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.journal-news.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cornwalllive.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.collegiatetimes.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kaakonkulma.fi/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mgazeta.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.recordpub.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.finchannel.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.annaharkw.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.elmoudjahid.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://theshillongtimes.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://hcn.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cwherald.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.pravda.com.ua/eng/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.elindependientedehidalgo.com.mx/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://fenceviewer.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.loc.gov/chroniclingamerica/lccn/sn95060905/issues
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.fortwayne.com/mld/newssentinel/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bibpurl.oclc.org/web/21545
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.oyene.no/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.columbian.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pichilemunews.cl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ms.factor.ua/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.blick.ch/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.gxnews.com.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kurier.hu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ap.smikbr.ru/index1.php
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.excelsior.com.mx/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.ctinsider.com/ctpost/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.monthlybarometer.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://hebdo.ahram.org.eg/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://vancourier.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://chillicothegazette.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.mairie-orsay.fr/la-mairie/les-publications/le-magazine-municipal
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://online.le.ee/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://maldennews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.elimpulso.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://graphlab.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.sevendaysvt.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://heraldextra.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.amarsangbad.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.diarioelindependiente.mx/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://catholicherald.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://movimientosarmados.colmex.mx/items/browse?collection=1
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sbsun.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://Prensa.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kosmoeducation.in/blog
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.lastampa.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pretorianews.co.za/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://diplomata-kurdi.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://alarab.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailynews.co.th/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://maharashtratimes.indiatimes.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ibtimes.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.atnonline.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailyvoice.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://0-www.lexisnexis.com.emu.londonmet.ac.uk/uk/legal/api/version1/sf?sfi=GB00STGenSrch&csi=71063&shr=t&ats=t
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lecourrierderussie.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.laopinion.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.tacomaweekly.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.starofmysore.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://daily-iowan.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.komei.or.jp/news/index.html
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tradewindsnews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://fosters.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tucollegian.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bowenislandundercurrent.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ntnews.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.paherald.sk.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.delgazette.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.athensnews.gr/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.kostel.si/page/page.asp?id_informacija=257&id_meta_type=60
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.vz.lt/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://trad.cn.rfi.fr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sgazeta.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://bookmaker-ratings.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.kankokeizai.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.manilatimes.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.elsiglodetorreon.com.mx/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.socialistparty.net/home/the-socialist
random=RANDOM;all=1;keep_all=1;depth=1;url=http://972mag.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.freitag.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.ilmessaggero.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.news.com.au/adelaidenow/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thevillanovan.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nw-enquirer.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.elkharttruth.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.pulzo.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.e-n.org.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://aparaj.am/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.weeklyholiday.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.taipeitimes.com/beta
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.romseyadvertiser.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nationellidag.se/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.asianreporter.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.weatherforddemocrat.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.bnn.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://recherche.archives.allier.fr/?id=recherche_presse_quarante
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.sfchronicle.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lavieausoleil.fr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.eastbourneherald.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.goldcoast.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pjstar.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://vkurier.by/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.courrierinternational.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.seniorsnews.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://oanow.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.reviewjournal.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=https://fr.wiktionary.org/wiki/Wiktionnaire:Actualit%C3%A9s
random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.lefil.ulaval.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ringier.ch/index.cfm?id=628&detail=true
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.theirishworld.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mediafiledc.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://irr.ru/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hhrf.org/rmsz.
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.uticaod.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=https://www.matichon.co.th/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.boonvilledailynews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.michiganreview.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.weeklyworldnews.com/
