#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://acpcongo.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://realpolitik.com.ar/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://heraldbulletin.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://carstairscourier.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mostmetro.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://amerika.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://levif.be/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://postonline.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://radiofides.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ecmpostreview.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://inews.com.cy/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lightwaveonline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://eugenedailynews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://africapresse.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://primonumero.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newsbreakonline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://guapacho.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rebonline.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://countryfancast.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nltimes.nl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://opm.gov.jm/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://links-dar.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dallasobserver.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bluemassgroup.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://la-chronique-agora.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wnku.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bcrnews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://jta.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://adevarul.ro/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nutter.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thevintagemagazine.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://korapost.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://hltv.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wtma.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://publicnewssubmit.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mnn.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://globalbasecamps.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mag.sky.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://winonadailynews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://uoregon.edu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://c-mw.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://visaliatimesdelta.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wyomingnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://marketwired.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://eurailpress.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sam.gov.lv/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wspa.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://efestivals.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://buffaloriverreview.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://chronline.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://seminolechronicle.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kcentv.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rp.rv.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://freejobalert.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mtgdnews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dnevnik.mk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://vinland.ro/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://uw.gov.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bulgariaoggi.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://computerworld.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://hadit.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pulsinnowacji.pb.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://controcopertina.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://politico.eu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://naciodigital.cat/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://theadvisorcambodia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thedisplacednation.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://stateofreform.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lahoraverde.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://romanticinnsofsavannah.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://reellifewithjane.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://world-wire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lactuel.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://droitwichstandard.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://leafly.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://avrupabulteni.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ent.yunnan.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://growingupanchorage.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://eritreadaily.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mindofthegeek.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://snp.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://automotive-business-review.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://qoos.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://waz-online.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://vertele.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://addisonmagazine.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://grandlakenews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://die-linke.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://educationnewsindia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://proural.info/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nst.com.my/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://icaew.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bigten.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bruntalsky.denik.cz/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://automobili.hr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://caravan-news.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://rhinotimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://fbschedules.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://linlithgowgazette.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tv.nu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dpj.or.jp/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://crisismagazine.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://tameteora.gr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://morningjournalnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://packagingeurope.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://paolinewsrepublican.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://holmesreport.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ecin.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://therealsingapore.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://illawarramercury.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://amta.no/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sciencemediacentre.co.nz/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ny1.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://worldstagegroup.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://blackquillandink.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bentoneveningnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://channelbiz.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ezcruising.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ethlife.ethz.ch/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://goldcoastbulletin.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jarryjaworski.natemat.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://unian.ua/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://boisestatepublicradio.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://detik.us/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://miragenews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://hotair.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://yemenonline.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mdnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ktrs.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://stlamerican.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ghettosingapore.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://filgoal.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thebandepic.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://mansfieldcourier.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://voiceofvienna.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://portalr3.com.br/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bennettandbennett.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://energymatters.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://tribunatreviso.gelocal.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailynews.co.th/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://georgiateachersspeakout.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://fierceemr.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://myfoxnepa.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://somalilandsun.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://techvibes.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lainformacion.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bostonherald.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jmbm.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://picayune-times.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://themichigantimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://fruitnet.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lofotposten.no/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailypilot.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://globalwaterawards.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://andigital.com.ar/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://statehouse.gov.ng/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://burkinapmepmi.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newsland.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nuggetnews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://itongadol.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://grandrapidsmn.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://counselheal.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://comune.roma.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://theinkwellonline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newswalk.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://foodshoppingonline.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bote.ch/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mnw.cn/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cronica.com.mx/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://prostejovsky.denik.cz/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://womannews.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lodzkie.naszemiasto.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://popularresistance.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nunesmagician.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://egybreak.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailymail.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newwestminstercollege.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://yyh.dxy.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mysolutioninfo.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://poderpda.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nn.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://willcoxrangenews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://plock.gosc.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://world-of-waterfalls.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://toplegal.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://itromso.no/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://auto123.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://politic365.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://newstalk.ie/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://prestoncitizen.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://junior.24sata.hr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lifestyle.sapo.pt/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thechampaignroom.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://glassonweb.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://afriquezoom.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://europeanleadershipnetwork.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rst.az/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://theshout.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ro.com.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://patersontimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://forourgrandchildren.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cerescourier.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bocojo.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://kjhk.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://quattroruote.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://confirmado.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://businessworldng.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://paginasiete.bo/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bizmojoidaho.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cumhuriyet.com.tr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://c-ville.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://occupyilluminati.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://negrilhotels.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://blogs.united-church.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://casamea.ro/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dailyindependentnig.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nowahistoria.interia.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://addictedtoquack.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://12news.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://mashable.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://impresamia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newscham.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://money-marketuk.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://crossmap.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://philasun.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://huffingtonpost.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://misionesonline.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://recruit.jp/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://meltontimes.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ehime-np.co.jp/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://savsign.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wind-watch.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ragusa.gds.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://news.va/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://br.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://fuelfix.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://senepeople.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gadgetgestures.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://indianewengland.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://strettoweb.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://eveningtelegraph.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://volkskrant.nl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://estrellamountain.edu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://wwntradio.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://20committee.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cbpp.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://osp.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ipress.ua/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://newsnorthwales.co.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://laprensa.com.ni/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://rtl.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://almmlke.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://opp.today/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://harpers.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sayelbatimes.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://fap.mil.pe/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lufkindailynews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://filkhbr.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://elrancahuaso.cl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://pharmacynews.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thechristianpulse.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://krankenkassen-direkt.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nationaldaycalendar.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://blog.polityka.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://oglecountynews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://berkeleyside.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://saoonline.vn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ochranaprirody.cz/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://stlouisreview.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://am-online.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ayyildizgazetesi.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lz.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://epoznan.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://finews.ch/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://qld.gov.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cannonfalls.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://neuquen.gov.ar/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://joebucsfan.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bridgervalleypioneer.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://impactpr.co.nz/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://english.republika.mk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://archpaper.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://latina.ogginotizie.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://computerworld.com.br/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nenaghguardian.ie/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ddtonline.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thesierraleonetelegraph.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://geekwire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ecoticias.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://propertynews.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://uniondemocrat.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://energylivenews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://madhyamam.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://genovapost.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://greatnorthwestwine.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://foreverbarcelona.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://notretemps.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://carthagecurrent.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://kora-ar.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://uena.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://beverlydrivenews.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://sheltonherald.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://kariera.forbes.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ancient-origins.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://espn.com.ar/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://123bildung.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://zigwheels.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://chicagomag.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://giraitalia.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mina.com.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thefancarpet.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://republican-times.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mysailing.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thevoicegambia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jebidal.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://elephantopia.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://e27.co/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://anomalia.eu/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://featureshoot.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lfny.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cawalisse.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://australianstage.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mdp.org.mv/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bank.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://jewishvoicesnj.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://vinoge.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://hangzhou.com.cn/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://e-teatr.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://novanewsnow.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://kvnonews.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://santaclaritafree.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://inovaportugal.com/
