#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://lettre-amazonie.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://apepweb.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://nauka.wiara.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wafa.ps/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dizajn.hr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.elwyn.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://gosc.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.auditedmedia.org.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mncraftbrew.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mcna.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.familychristiancenter.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://papiez.wiara.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rutherford.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://kvne.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://adega.gal/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://jesuits.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cimsec.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://arizonamilk.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.insidecatholic.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nationalgeographic.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.texaspress.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.dragonquest.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://theconversation.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lancasterdiocese.org.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://zweiundvierziger.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hastingsindependentpress.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.justserve.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://france.attac.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://generoconclase.org.ve/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pw.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://forward.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.careforthefamily.org.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cagnotte.actionenfance.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://unearthed.greenpeace.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ktep.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://efa.org.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sierrahealth.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.catholicmessenger.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pseudo-sciences.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://globalaffairs.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bielsko.gosc.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://radom.gosc.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.compgen.de/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nationalcenter.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thefloridacatholic.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://secure.phoenixchildrensfoundation.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.culture24.org.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://abyssum.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thelightnc.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://fee.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://it.aleteia.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://disclose.ngo/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://vida-nueva.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://bccatholic.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.minderoo.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pressprogress.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wccsradio.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://anauco.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://groundwerk.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thelutheranschools.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.denisonforum.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://sanantonioreport.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bellarminechapel.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://craftcouncil.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sperka.info/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.algemeiner.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.stophomophobie.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.catholicculture.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://stampederalumni.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.eventbrite.com.au/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://pleasantonweekly.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.traditioninaction.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.baylyparker.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://nyq.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thejewishforum.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www1.cbn.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://txla.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cnt-ait.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bondhushava.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://portal.cftexas.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://lilasonsdevelopers.in/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.adega.gal/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.charitynavigator.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://give.childrens.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://sunlightfoundation.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://biblia.wiara.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bible.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://apiw.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lincolnsentinel.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://texasipa.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ccianet.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.glennon.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://toutesdesfemmes.fr/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cfeoa.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://communitybookproject.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://catholicinsight.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.aimsib.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://christian-eriksson.co.uk/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://justworldeducational.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.medrxiv.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.iaf-world.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://swidnica.gosc.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cny.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.chandlerfoundation.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.32auctions.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://washingtonjewishweek.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://dream.santegidio.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.stampederalumni.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wjtl.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nraila.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sostieni.fondazioneveronesi.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jfssd.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.crtn.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://eppc.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.inma.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thegearystar.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://trott-war.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.catholicarena.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.makaihawaii.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wineamerica.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://internetdiocese.mesvideos.croire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://aleteia.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://azjewishpost.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.africantide.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://leoseton.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.antillean.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://myocn.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wiara.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://aednet.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bloomassociation.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://episcopalchurch.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.k9herohaven.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.vindy.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://northstarcatholic.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://etcatholic.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.arise.foundation/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cathstan.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www2.cbn.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thenevadaindependent.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://christiancitizen.us/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kosovo.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.iihs.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.muenster.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.victoryanaheim.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://stephenjwamplerfoundation.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.policlinicogemelli.it/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bfl-online.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://libri.santegidio.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://mpavilion.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.christian.org.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://plock.gosc.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kidney.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.noblelure.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.armscontrol.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://christian.legnitto.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bridgemi.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sandomierz.gosc.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://generalconvention.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.crowleypostsignal.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.verlagshaus24.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://andreedehoux.mesvideos.croire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://praisebaltimore.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.anglicanlutheran.ca/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.ecocenter.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://papanek.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lutheranworld.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.todayscatholicworld.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://quesneau.mesvideos.croire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://childrensnatureretreat.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cpr.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.bendsource.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.markmallett.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.forumdemocratico.org.br/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://aqg.smugmug.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ojo.pe/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://go-ramp.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thenursespub.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jmc.mesvideos.croire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.laquadrature.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://croirepro.mesvideos.croire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://cleanfax.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gdansk.gosc.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sophiainstitute.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://kurtthomasfoundation.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://arkansas-catholic.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.islam.ru/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thebostonpilot.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://attac.es/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://gregorian-chant-hymns.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.dioceseofgreensburg.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://catholicweekly.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ilformat.info/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.telesorbonne.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://story.maf.no/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.generoconclase.org.ve/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://fal.cnt.es/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://wrj.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://noyb.eu/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://taxfoundation.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ktoclip.mesvideos.croire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://espacio.fundaciontelefonica.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://spotkania.wiara.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.leilamiller.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.persecution.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://hsec.us/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.palomarhealthfoundation.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.appel-du-ciel.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://coloradopressassociation.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bushpilotene.maf.no/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ladybird.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.historyisfun.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.leoseton.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://supporting.afsp.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://cbneurope.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.leesa.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lambethconference.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.1160wccs.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://traditioninaction.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jewishfeeds.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.calsangels.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://orjewishlife.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.terrasenamos.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://frontdoorsmedia.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.tbnplus.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.commercialcollector.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://thefloridacatholic.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.troopershelpingtroopers.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.publicintegrity.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://christiantoday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.outsystems.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://afn.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.shbroussard.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kvpr.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://c-fam.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://eudorawelty.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.maryakub.net/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kosciol.wiara.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://catholicexchange.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.onmontlake.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://islam.az/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.kaplantoday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thebasie.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.warf.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://susanmernit.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://airmaria.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sfconservancy.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.iadc.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://heritagefl.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://ncusar.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.cam.org.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.fightersonlymag.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.catholicweekly.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://schibboleth.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://jewishcurrents.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.danvillesanramon.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.oxfamintermon.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nebpress.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://17tammuz.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.lwsb.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://getuperica.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://graminet.mesvideos.croire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://akinsidepassage.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://orangutan.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.buckner.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://hearinghealthfoundation.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://stop-kirchensubventionen.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.agilealliance.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.biblecenterchurch.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://arcq.qc.ca/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sdpolicefoundation.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ihmchurchlafayette.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://thesourceisrael.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.winchester-cathedral.org.uk/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://clasicasymodernas.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.pasteur-lille.fr/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://flatwaterfreepress.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sensustraditionis.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.foryourmarriage.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://w.100blackmen.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.nhab.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.voxy.co.nz/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://infobrics.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://ocl.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://janmacha.gosc.pl/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.sttammanyfarmer.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://story2.maf.no/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.baysideonline.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://collecter.fondation-arc.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://chspanthers.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://rxoutreach.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.mississippifreepress.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://baristanet.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://7amleh.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://mbcpathway.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://celebratesheen.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://epsavealife.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://bethnahrin.de/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://russian-faith.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://kultura.wiara.pl/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://internonette.mesvideos.croire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.stmarynow.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://insp.ngo/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.hlwzwettl.ac.at/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.portantos.es/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://charity.wtf/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.avoyellestoday.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://acch4kids.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.r-e-a.net/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://sdrock.brushfire.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.thechicagocouncil.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.witness.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.opendoorsuk.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.newadvent.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://comment.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.faithwire.com/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.stamptoscana.it/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.wfrn.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.christianwarriortraining.com/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.firstdallas.org/
#REASON=DUPLICATE#random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.jewishomaha.org/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.niba.com.au/
random=RANDOM;all=1;keep_all=1;depth=1;url=http://www.rcda.org/
